YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS
2013,7,3,5.76,6.08,351.73,20.16,11.72,15.94,10.31,61.44,1.18,83.9
2013,7,4,4.4,6.24,363.45,19.31,13.05,16.18,11.23,69.44,1.54,83.95
2013,7,5,5.24,6.38,355.62,19.32,12.22,15.77,10.62,67.5,0.24,83.97
2013,7,6,5.96,6.57,345.23,19.82,11.85,15.83,10.44,64.19,0.06,83.98
2013,7,7,6.55,6.57,327.02,18.19,9.89,14.05,9.09,62.81,0.01,84.02
2013,7,8,6.64,6.69,323.74,17.35,8.31,12.83,8.18,59.94,0,84.11
2013,7,9,6.11,6.33,342.23,17.72,7.47,12.59,7.75,55.31,0,84.08
2013,7,10,5.88,6.08,351.63,18.21,10.44,14.33,9.52,64.38,0,83.96
2013,7,11,5.91,6.02,342.53,18.06,10.24,14.15,9.34,65.25,0,83.96
2013,7,12,5.59,5.88,337.33,18.34,9,13.67,8.61,58.81,0,84.06
2013,7,13,5.72,5.91,341.06,18.46,9.33,13.9,8.79,60.56,0,84.05
2013,7,14,5.22,5.88,341.4,18.46,9.96,14.21,9.16,62.62,0,84.04
2013,7,15,5.99,6.05,327.09,18.63,8.94,13.79,8.54,59.06,0,84.03
2013,7,16,5.91,6.12,342.59,19.54,10.23,14.88,9.4,60.25,0,84.07
2013,7,17,5.51,5.8,361.74,20.72,11.34,16.03,10.13,59.94,0,84.09
2013,7,18,4.91,5.51,366.55,19.98,12.07,16.02,10.56,64.06,0,84.06
2013,7,19,5.3,5.8,356.73,19.94,10.48,15.21,9.46,58.88,0,83.97
2013,7,20,5.4,5.96,364.27,19.55,10.61,15.08,9.58,61.69,0,83.93
2013,7,21,5.5,6.11,354.98,18.79,10.55,14.67,9.52,63.75,0,83.94
2013,7,22,5.68,6.01,350.1,18.63,10.3,14.47,9.4,62.75,0,83.91
2013,7,23,6.16,6.21,343.49,19.33,11.06,15.19,9.89,63.06,0,83.9
2013,7,24,5.93,6.36,348.13,19.3,9.83,14.56,9.09,58.94,0,84.03
2013,7,25,6.12,6.41,341.93,18.12,8.37,13.24,8.24,56.94,0,84.12
2013,7,26,6.09,6.47,355.94,19.9,10.6,15.25,9.58,57.62,0,84.04
2013,7,27,5.36,6.16,384.67,21.23,12.22,16.72,10.68,60.19,0,83.93
2013,7,28,4,5.8,384.68,20.68,12.87,16.77,11.11,64.5,0,84.03
2013,7,29,4.31,5.58,369.47,20.75,11.13,15.94,10.01,60,0,84.09
2013,7,30,4.04,6.24,381.17,19.98,12.39,16.18,10.86,65.81,2.76,84.12
2013,7,31,2.68,6.67,390.91,17.83,13.43,15.63,11.47,77,3.14,84.14
2013,8,1,3.24,6.56,380.68,18.16,11.96,15.06,10.44,70.06,1.75,84.14
2013,8,2,4.28,6.43,381.62,18.95,12.09,15.52,10.56,67.12,0.48,84.15
2013,8,3,3.15,6.23,374.96,18.58,12.81,15.69,11.05,71.19,0.9,84.12
2013,8,4,4.41,6.35,386.19,18.23,13.2,15.71,11.29,74.69,1.32,84.06
2013,8,5,3.76,5.92,388.5,18.7,13.11,15.9,11.23,72,1.32,83.97
2013,8,6,3.26,5.94,369.97,19.05,12.94,16,11.17,70.44,1.89,83.94
2013,8,7,4.64,6.14,369.12,19.45,13.73,16.58,11.78,72.56,4.87,83.91
2013,8,8,4.2,6.6,388.72,19.67,14.61,17.14,12.45,75,8.83,83.9
2013,8,9,4.62,6.68,381.17,19.4,13.75,16.58,11.78,72.19,1.42,83.95
2013,8,10,5.56,6.76,366.76,20.75,13.28,17.01,11.41,65.44,0.27,83.88
2013,8,11,6.13,6.84,353.38,20.09,12.13,16.11,10.62,64.12,0.06,83.93
2013,8,12,6,6.76,357.8,20.23,10.89,15.56,9.83,59.62,0.06,83.9
2013,8,13,4.91,6.48,377.05,20.78,12.53,16.65,10.86,62.25,0.95,83.9
2013,8,14,5.32,6.25,377.97,21.4,13.5,17.44,11.66,64.44,2.23,83.83
2013,8,15,4.48,5.76,384.06,20.73,14,17.37,12.02,69.06,1.01,83.86
2013,8,16,4.48,5.82,379.15,21.09,13.95,17.52,11.96,67.69,1.22,83.85
2013,8,17,4.16,6.05,381.42,20.26,14.51,17.39,12.39,72.62,5.17,83.87
2013,8,18,4.88,6.55,376.23,20.55,14.61,17.58,12.45,71.25,3.3,83.89
2013,8,19,5.73,6.81,372.13,21.09,13.98,17.54,11.96,67.44,1.51,83.87
2013,8,20,3.59,6.48,367.88,18.9,14.36,16.63,12.21,77,3.4,83.96
2013,8,21,5.81,7.05,370.77,20.05,13.37,16.71,11.47,68.25,0.13,83.91
2013,8,22,4.78,7.01,373.61,20.3,13.06,16.69,11.29,66,0.29,83.9
2013,8,23,5.26,7.06,360.23,20.78,13.77,17.28,11.78,66.94,0.82,83.92
2013,8,24,5.6,7.27,355.62,20.51,12.08,16.3,10.56,61.75,0,83.97
2013,8,25,6.77,7.42,343.17,19.94,11.05,15.49,9.89,60.5,0,83.97
2013,8,26,7.07,7.47,327.18,19.17,8.25,13.71,8.18,53.94,0,83.99
2013,8,27,7.42,7.5,318.45,19.35,7,13.18,7.57,49.88,0,83.99
2013,8,28,7.18,7.3,328.41,19.9,7.1,13.5,7.63,49,0,84
2013,8,29,6.26,7.16,355.19,20.58,9.43,15.01,8.91,52.81,0.15,83.99
2013,8,30,5.53,6.85,383.53,21.58,11.76,16.67,10.44,57.88,1.34,83.9
2013,8,31,3.65,6.29,394.05,21.26,13.55,17.4,11.66,65.25,4.03,83.87
2013,9,1,3.52,6.47,378.86,20.13,13.94,17.03,11.9,70.94,6.2,83.9
2013,9,2,4.2,6.56,376.78,18.58,13.84,16.21,11.78,76.06,3.45,83.97
2013,9,3,1.96,6.7,373.39,18.94,13.53,16.24,11.6,73.25,5.55,84.05
2013,9,4,5.69,7.43,353.51,20.51,12.54,16.52,10.86,63.88,0.01,84.03
2013,9,5,6.74,7.51,343.59,20.69,10.7,15.69,9.64,57.81,0.09,83.94
2013,9,6,6.9,7.36,341.59,20.72,10.88,15.8,9.83,58.19,0.35,83.93
2013,9,7,4.37,7,363.83,19.72,13.37,16.55,11.47,69.69,1.07,83.99
2013,9,8,3.83,7.39,387.59,20.5,13.68,17.09,11.72,68.81,2.14,83.96
2013,9,9,6.42,7.36,368.08,21.11,13.9,17.51,11.9,67.38,1.13,83.93
2013,9,10,3.85,7.18,385.01,20.05,14.64,17.35,12.45,73.56,11.18,83.91
2013,9,11,5.87,7.23,365.73,20.01,13.78,16.9,11.78,69.81,5.05,83.86
2013,9,12,4.66,7.21,365.65,20.39,13.49,16.94,11.6,67.06,2.93,83.88
2013,9,13,5.8,7.35,366.27,20.53,13.48,17,11.54,66.69,1.84,83.94
2013,9,14,5.24,7.53,359.23,20.87,13.08,16.98,11.23,64.38,2.04,84.02
2013,9,15,6.89,7.66,353.74,21.71,12.4,17.05,10.74,59.38,0.08,83.95
2013,9,16,6.46,7.57,357.2,22.02,12.74,17.38,11.05,59.88,0.19,83.92
2013,9,17,6.07,7.36,368.71,21.97,13.23,17.6,11.41,61.81,1.53,83.88
2013,9,18,3.97,7.14,377.89,20.93,14.45,17.69,12.33,69.69,0.89,83.89
2013,9,19,4.44,7.12,393.21,19.65,15.2,17.43,12.94,77.19,1.19,83.89
2013,9,20,2.22,7.24,390.71,20.62,15.02,17.82,12.82,73.69,8.79,83.89
2013,9,21,5.66,7.32,375.16,19.83,15,17.42,12.76,76,2.76,83.92
2013,9,22,4.58,7.34,383.54,20.76,14.96,17.86,12.76,72.88,9.48,83.84
2013,9,23,4.13,7.29,389.07,19.97,15.99,17.98,13.61,79.31,1.1,83.82
2013,9,24,3.35,7.42,388.48,20.67,14.33,17.5,12.27,70.75,0.33,83.89
2013,9,25,4.59,7.38,391.46,20.67,14.87,17.77,12.63,72.44,1.55,84
2013,9,26,4.56,7.47,388.97,20.83,15.12,17.97,12.82,72.75,2.2,84
2013,9,27,6.51,7.46,365.81,20.87,15.28,18.08,13,72.88,3.44,83.9
2013,9,28,4.88,7.31,374.86,20.89,15.3,18.1,13,73.69,5.07,83.83
2013,9,29,2.79,7.37,389.2,19.55,14.27,16.9,12.15,74.25,2.16,83.93
2013,9,30,4.04,7.4,375.75,20.41,14.55,17.48,12.45,71.94,5.58,83.94
2013,10,1,4.86,7.44,374.55,19.79,15.11,17.44,12.82,77,1.54,83.89
2013,10,2,5.57,7.49,372.64,19.88,15.31,17.59,13.06,77.31,5.71,83.87
2013,10,3,3.61,7.47,385.82,18.83,15.82,17.32,13.43,83.75,3.78,83.85
2013,10,4,3.84,7.49,383.23,19.17,15.15,17.16,12.88,79,4.05,83.93
2013,10,5,6.46,7.64,363.1,20.41,14.47,17.44,12.33,70.38,1.03,83.92
2013,10,6,5.66,7.68,356.85,19.81,14.03,16.92,11.96,71.69,0.32,83.93
2013,10,7,6.01,7.61,363.46,20.1,14.78,17.44,12.57,74.19,1.06,83.96
2013,10,8,6.34,7.62,367.61,20.03,15.16,17.6,12.88,76,1.05,83.91
2013,10,9,3.64,7.42,382.55,19.86,14.6,17.23,12.45,74.19,2.65,83.89
2013,10,10,3.86,7.33,382.48,19.7,14.83,17.26,12.63,75.94,2.83,83.9
2013,10,11,4.86,7.51,373.85,18.69,14.71,16.69,12.51,79.5,2.12,83.97
2013,10,12,4.45,7.53,366.84,19.39,13.45,16.42,11.54,70.25,1.2,83.96
2013,10,13,6.52,7.59,360.78,20.54,13.47,17,11.54,67.31,0.13,83.91
2013,10,14,5.46,7.62,367.94,20.77,14.02,17.4,11.96,68.44,0.19,83.94
2013,10,15,6.79,7.72,356.04,21.07,12.8,16.94,11.05,61.56,0.09,83.94
2013,10,16,7.3,7.79,335.44,20.35,9.21,14.78,8.73,53.5,0,83.94
2013,10,17,6.09,7.74,352.04,20.76,10.84,15.8,9.77,57.06,0,83.88
2013,10,18,6.75,7.7,353.89,21.55,12.35,16.95,10.74,60.69,0.06,83.84
2013,10,19,6.37,7.68,362.03,21.3,13.5,17.4,11.6,64.81,0.25,83.84
2013,10,20,5.62,7.49,358.14,20.74,13.18,16.96,11.35,65.94,0.26,83.83
2013,10,21,5.41,7.57,372.79,21.33,12.3,16.81,10.74,61.62,0.11,83.76
2013,10,22,4.79,7.55,374.43,21.82,12.94,17.37,11.23,62.25,0.02,83.78
2013,10,23,4.73,7.53,368.45,20.27,14.15,17.22,12.08,70.75,0.77,83.83
2013,10,24,4.8,7.46,360.11,20.46,13.98,17.22,11.96,69.38,2.39,83.87
2013,10,25,6.64,7.62,343.95,21.08,12.25,16.66,10.68,61.75,0,83.85
2013,10,26,6.68,7.73,347.45,21.17,11.83,16.5,10.38,60.25,0.06,83.85
2013,10,27,6.85,7.59,357.64,22.06,12.84,17.45,11.11,61.25,0.32,83.86
2013,10,28,5.88,7.56,380.67,21.08,14.82,17.95,12.63,70.81,7.88,83.86
2013,10,29,3.32,7.35,380.41,20.03,15.48,17.75,13.18,77.31,8.32,83.83
2013,10,30,6.16,7.5,353.72,20.65,14.15,17.4,12.08,70.38,1.66,83.84
2013,10,31,6.16,7.5,361.28,20.88,13.79,17.33,11.78,68.12,0.86,83.76
2013,11,1,5.03,7.5,369.81,21.26,13.39,17.33,11.54,65.44,2.03,83.69
2013,11,2,6.5,7.38,359.7,20.74,14.3,17.52,12.21,69.5,3.62,83.66
2013,11,3,4.88,7.26,375.84,19.17,15.52,17.34,13.18,80.12,13.15,83.69
2013,11,4,4.09,7.38,371.33,18.4,15.89,17.15,13.49,85.62,9.61,83.79
2013,11,5,3.9,7.2,374.34,19.1,15.65,17.37,13.31,81.44,17.8,83.86
2013,11,6,4.31,7.2,374.44,19.3,15.54,17.41,13.18,80.38,5.85,83.86
2013,11,7,4.69,7.32,377.25,19.13,15.12,17.12,12.88,79.31,3.55,83.86
2013,11,8,4.32,7.39,380.89,19.5,14.9,17.2,12.7,76.62,4.29,83.84
2013,11,9,3.16,7.45,381.03,19.15,15.27,17.21,13,80.12,7,83.8
2013,11,10,4.27,7.29,384.55,19.21,15.12,17.16,12.88,79.44,5.9,83.82
2013,11,11,4.14,7.4,383.05,19.26,15.33,17.3,13.06,80.38,4.48,83.77
2013,11,12,5.54,7.33,371.29,19.4,15.26,17.33,13,79.19,1.07,83.8
2013,11,13,6.52,7.47,359.77,20.08,15.67,17.87,13.37,78.19,1.82,83.71
2013,11,14,6.05,7.39,368.89,19.89,15.54,17.72,13.24,78.19,2.9,83.71
2013,11,15,5.38,7.27,369.23,19.88,15.06,17.47,12.82,76.62,2.28,83.74
2013,11,16,3,7.37,361.39,19.94,14.73,17.34,12.51,74.81,2.07,83.86
2013,11,17,6.34,7.46,360.5,20.68,14.38,17.53,12.27,71,0.39,83.76
2013,11,18,5.79,7.41,368.94,20.41,15.35,17.88,13.06,75.44,7.91,83.72
2013,11,19,5.18,7.26,370.1,19.39,15.5,17.44,13.18,79.62,3.49,83.75
2013,11,20,3.93,7.36,379.51,19.87,15.51,17.69,13.18,78.69,4.55,83.67
2013,11,21,3.65,7.14,376.56,20.07,15.27,17.67,13,76.62,1.25,83.66
2013,11,22,4.01,7.17,379.15,19.83,15.43,17.63,13.12,78.56,2.16,83.68
2013,11,23,3.11,7.24,373.16,20.05,15.35,17.7,13.06,77.19,2.81,83.73
2013,11,24,3.94,7.16,379.6,19.45,15.28,17.37,13,79.25,2.38,83.76
2013,11,25,4.62,7.22,375.16,19.51,14.53,17.02,12.45,76.06,4.27,83.68
2013,11,26,2.74,7.11,383.06,19.21,14.76,16.98,12.57,77.44,1.7,83.71
2013,11,27,4.43,7.28,371.65,18.62,14.97,16.8,12.7,81.31,1.33,83.84
2013,11,28,5.83,7.33,355.1,19.81,14.07,16.94,12.02,73.12,0.78,83.87
2013,11,29,6.17,7.36,369.38,19.98,14.92,17.44,12.7,75.38,4.48,83.8
2013,11,30,5.56,7.28,367.85,18.01,14.27,16.14,12.15,79.75,2.12,83.8
2013,12,1,4.95,7.28,373.59,19.76,14.65,17.2,12.45,74.75,4.67,83.83
2013,12,2,5.62,7.22,368.23,19.26,14.72,16.99,12.51,76.62,1.35,83.86
2013,12,3,5.02,7.05,376.52,20.65,15.17,17.9,12.88,73.44,4.21,83.81
2013,12,4,5.53,7.21,376.98,20.8,14.7,17.75,12.51,71.38,1.63,83.78
2013,12,5,4.62,7.1,371.35,20.42,15.24,17.83,13,75.38,2.25,83.77
2013,12,6,4.13,7.26,380.3,19.44,15.2,17.33,12.94,79.19,4.94,83.79
2013,12,7,4.01,7.04,383.4,19.51,14.76,17.14,12.57,77.19,2.46,83.88
2013,12,8,4.23,7.13,373.49,19.68,14.36,17.01,12.27,74.44,4.85,83.91
2013,12,9,5.46,7.22,368.27,20.23,14.12,17.17,12.08,72.81,2.75,83.84
2013,12,10,4.87,7.13,377.84,19.77,14.92,17.34,12.7,76.31,20.22,83.8
2013,12,11,3.75,7.13,380.76,17.37,14.8,16.08,12.57,85.38,19.99,83.85
2013,12,12,2.95,6.7,386.68,18.42,14.73,16.57,12.51,80.81,6.94,83.84
2013,12,13,2.34,6.58,384.55,18.63,15.15,16.9,12.88,81.75,1.95,83.95
2013,12,14,2.54,6.73,375.57,18.09,14.83,16.46,12.57,82.81,2.61,83.98
2013,12,15,5.34,6.7,366.18,18.55,14.12,16.33,12.02,78.12,0.12,83.93
2013,12,16,4.62,6.76,370.38,18.69,13.44,16.06,11.54,74.12,1.84,83.88
2013,12,17,3.76,6.67,382.88,17.57,14.44,16.01,12.33,83.38,0.36,83.83
2013,12,18,4.28,6.59,376.14,18.63,13.8,16.22,11.78,76.19,0.1,83.79
2013,12,19,4.23,6.81,369.48,18.7,14.16,16.44,12.08,77.19,1.31,83.73
2013,12,20,4.4,6.91,362.62,19.32,14.14,16.73,12.08,74.94,3.15,83.76
2013,12,21,3.75,7.2,360.86,19.55,13.98,16.76,11.96,73.12,0.79,83.86
2013,12,22,5.53,7.13,368.72,20.81,14.81,17.81,12.63,71.62,0.82,83.85
2013,12,23,5.91,7.29,369.12,21.05,15.54,18.3,13.24,73.94,0.57,83.73
2013,12,24,5.87,7.15,368,21.58,15.16,18.37,12.94,71.06,1.41,83.77
2013,12,25,4.44,6.97,372,20.85,15.1,17.98,12.88,73.44,1.68,83.86
2013,12,26,5.07,7.14,375.44,20.63,15.46,18.05,13.12,75.81,3.18,83.92
2013,12,27,5.85,7.26,366.43,21.4,15.22,18.31,12.94,72.06,0.55,83.93
2013,12,28,5.07,7.03,379.08,21.31,15.35,18.33,13.06,71.94,1.64,83.91
2013,12,29,3.86,6.9,379.76,20.78,15.9,18.34,13.55,76.56,8.19,83.84
2013,12,30,4.1,6.91,380.64,20.91,15.96,18.44,13.61,76.06,6.31,83.79
2013,12,31,2.53,6.91,388.04,20.33,16.23,18.28,13.79,79.56,4.01,83.8
2014,1,1,3.66,6.71,386.12,20.31,15.39,17.85,13.12,76.06,1.14,83.77
2014,1,2,4.26,6.78,373.44,20.26,15.05,17.65,12.82,74.88,0.35,83.79
2014,1,3,4.82,6.96,369.45,19.83,14.67,17.26,12.51,75.12,0.37,83.83
2014,1,4,6.23,7.34,361.52,21.44,14.07,17.76,12.08,67.44,0.11,83.8
2014,1,5,6.8,7.48,359.95,22.44,13.83,18.14,11.96,63.69,0.16,83.72
2014,1,6,4.83,7.04,374.1,21.83,14.47,18.15,12.39,67.06,0.11,83.7
2014,1,7,4.05,7.03,383.84,21.73,14.94,18.33,12.82,68.88,0.91,83.71
2014,1,8,4.13,6.81,375.23,19.6,15.47,17.53,13.18,78.69,0.38,83.81
2014,1,9,4.19,6.98,374.02,20.08,14.73,17.41,12.57,74.5,0.05,83.82
2014,1,10,4.78,7.09,367.34,19.15,14.51,16.83,12.33,76.5,0.26,83.89
2014,1,11,4.69,7.16,361.11,20.37,14.17,17.27,12.08,71.19,2.33,83.96
2014,1,12,5.28,7.32,365.05,21.76,14.06,17.91,12.08,66.62,0.45,83.93
2014,1,13,6.25,7.25,364.85,21.98,14.6,18.3,12.51,66.56,0.26,83.89
2014,1,14,5.41,7.12,373.3,21.26,14.56,17.91,12.45,68.81,0.55,83.83
2014,1,15,5.2,7.1,365.23,21.05,14.18,17.62,12.15,68.88,0.67,83.95
2014,1,16,5.19,7.24,363.01,20.78,14.38,17.58,12.27,70.56,0.79,84.04
2014,1,17,5.64,7.11,369.93,21.73,13.92,17.83,11.96,64.94,0.44,83.97
2014,1,18,5.04,6.85,370.48,21.96,14.65,18.3,12.51,67.06,0.91,83.94
2014,1,19,6.24,6.96,371.98,22.51,14.54,18.52,12.45,65.31,0.78,83.96
2014,1,20,3.78,6.72,373.83,20.16,15.52,17.84,13.18,77.06,0.55,83.97
2014,1,21,3.86,6.97,386.74,19.98,15.53,17.76,13.18,78.25,2.42,83.92
2014,1,22,5.4,7.03,379.7,20.62,15.2,17.91,12.94,74.44,0.52,83.83
2014,1,23,3.08,6.99,381.77,20.79,15.12,17.95,12.88,73.62,3.41,83.75
2014,1,24,5.61,7.16,369.96,18.44,14.6,16.52,12.45,80.31,7.24,83.7
2014,1,25,4.84,7.42,369.6,20.33,13.13,16.73,11.35,67.75,1.05,83.71
2014,1,26,6.34,7.48,364.59,21.52,13.88,17.7,11.96,67.81,2.36,83.73
2014,1,27,5.99,7.38,371.55,21.49,14.58,18.03,12.51,69.38,6.86,83.74
2014,1,28,3.57,7.27,376.88,20.67,14.81,17.74,12.63,73.12,1.9,83.75
2014,1,29,6.97,7.53,353.75,20.57,14.67,17.62,12.51,72.75,1.85,83.8
2014,1,30,6.26,7.62,355.11,21.4,14.24,17.82,12.15,67.81,1.26,83.77
2014,1,31,5.53,7.57,371.72,22.04,13.8,17.92,11.9,65.5,0.52,83.71
2014,2,1,4.02,7.38,386.53,21.85,14.32,18.08,12.33,67.31,1.19,83.71
2014,2,2,5.41,7.5,369.7,22.38,14.01,18.2,12.15,64.94,1.84,83.63
2014,2,3,4.98,7.38,369.4,21.78,15.18,18.48,13,70.25,1.76,83.66
2014,2,4,4.98,7.39,390.34,20.73,15.51,18.12,13.24,75.69,9.75,83.67
2014,2,5,3.69,7.07,378.65,19.24,14.83,17.03,12.63,77.19,4.39,83.71
2014,2,6,4.96,7.11,382.23,20.26,14.63,17.44,12.51,73.75,0.71,83.72
2014,2,7,4.38,7,379.19,19.05,14.74,16.9,12.57,78.31,1.06,83.84
2014,2,8,5.25,6.97,375.16,20.29,14.44,17.36,12.33,72.19,0.94,83.8
2014,2,9,3.99,6.92,381.14,20.08,14.29,17.19,12.21,72.44,0.87,83.77
2014,2,10,3.49,7.02,382.36,20.13,14.38,17.26,12.33,73.56,6.66,83.84
2014,2,11,5.53,6.9,383.41,21.33,14.31,17.82,12.27,68.5,0.14,83.77
2014,2,12,4.08,7.12,382.16,20.3,14.22,17.26,12.21,70.56,0.01,83.75
2014,2,13,6.57,7.16,369.79,21.04,14.43,17.73,12.39,70.06,0.62,83.78
2014,2,14,4.95,7.06,378.65,21.12,15.04,18.08,12.82,71.12,7.35,83.82
2014,2,15,5.31,7.2,375.8,21.88,13.48,17.69,11.66,64.25,0.97,83.71
2014,2,16,5.68,7.02,360.97,20.97,12.37,16.66,10.86,63.38,0.04,83.68
2014,2,17,5.33,6.91,366.02,21.37,12.05,16.71,10.68,61.56,0,83.78
2014,2,18,5.42,6.84,377.79,21.91,13.8,17.86,11.9,64.81,0.02,83.84
2014,2,19,6.13,6.97,378.07,22.37,14.51,18.44,12.51,66.5,7.4,83.82
2014,2,20,3.15,6.89,381.97,20.19,15.77,17.98,13.43,77.81,5.53,83.89
2014,2,21,5.8,7.34,369.1,20.18,14.98,17.58,12.76,74.94,0.59,83.89
2014,2,22,5.93,7.63,374.35,20.55,14.99,17.77,12.76,72.25,1.35,83.81
2014,2,23,4.93,7.61,389.45,21.79,15.6,18.69,13.31,70.81,2.41,83.69
2014,2,24,2.15,7.44,387.44,19.05,16.26,17.65,13.85,84.69,0.98,83.68
2014,2,25,4.33,7.1,379.43,20.86,15.65,18.26,13.37,74.62,9.94,83.68
2014,2,26,1.98,7.46,377.08,19.12,16.32,17.72,13.92,84.62,8.92,83.77
2014,2,27,5.54,7.56,369.07,20.38,14.22,17.3,12.15,70,2.92,83.82
2014,2,28,6.94,7.85,353.13,20.94,14.58,17.76,12.45,68.88,9.45,83.77
2014,3,1,6.7,7.75,354.87,21.3,15.01,18.15,12.82,70,4.67,83.76
2014,3,2,6.38,7.79,360.98,20.96,14.99,17.98,12.76,71.06,0.72,83.78
2014,3,3,6.64,7.81,356.35,21.84,14.47,18.15,12.33,65.81,0.43,83.73
2014,3,4,6.86,7.95,352.09,21.62,14.16,17.89,12.15,66.62,0.09,83.73
2014,3,5,6.18,7.77,365.11,21.08,15.36,18.22,13.06,72.38,0.19,83.78
2014,3,6,4.98,7.49,370.83,20.85,14.87,17.86,12.7,70.81,2.34,83.74
2014,3,7,4.81,7.63,367.23,18.41,16.04,17.23,13.61,86.56,14.07,83.83
2014,3,8,6.06,7.7,368.19,18.04,15.33,16.68,13,84.69,5.89,83.85
2014,3,9,5.98,7.75,369.92,21.22,15.87,18.55,13.55,73.5,4.64,83.66
2014,3,10,4.64,7.66,371.08,20.33,15.69,18.01,13.37,76,11.72,83.7
2014,3,11,2.01,7.58,373.42,19.23,14.95,17.08,12.7,77.81,5.57,83.8
2014,3,12,3.2,7.58,362.64,18.82,15,16.91,12.76,80.38,2.06,83.92
2014,3,13,3.3,7.53,373.75,17.76,15.03,16.4,12.76,85,2.77,83.98
2014,3,14,3.01,7.43,380.49,17.25,15.1,16.17,12.82,87.69,3.2,83.96
2014,3,15,4.93,7.53,380.14,20.29,14.85,17.57,12.7,74.81,2.28,83.92
2014,3,16,5.71,7.7,366.65,20.6,16.06,18.33,13.67,77.81,1.71,83.85
2014,3,17,5.37,7.74,365.3,20.5,15.73,18.11,13.37,76.31,1.24,83.84
2014,3,18,6.16,7.64,359.36,20.6,15.6,18.1,13.24,75.12,2.83,83.8
2014,3,19,5.93,7.71,368.9,20.15,15.2,17.68,12.94,75.5,4.78,83.82
2014,3,20,5.68,7.71,367.27,20.89,15.12,18.01,12.88,71.75,1.22,83.83
2014,3,21,5.64,7.64,374.23,20.94,15.15,18.05,12.94,73.19,2.94,83.8
2014,3,22,5.87,7.7,363.67,19.48,15.63,17.55,13.31,80.75,1.8,83.8
2014,3,23,3.44,7.48,375.8,20.08,15.84,17.96,13.49,78.38,1.99,83.77
2014,3,24,3.34,7.32,375.46,19.37,15.97,17.67,13.55,81.88,1.91,83.86
2014,3,25,5.64,7.42,378.23,20.39,15.18,17.78,12.94,75.44,7.56,83.77
2014,3,26,4.97,7.42,382.7,20.03,15.04,17.54,12.82,75.62,5.01,83.77
2014,3,27,5.55,7.27,382.52,20.8,15.19,18,12.94,73.44,1.16,83.74
2014,3,28,1.46,7.29,371.59,19.03,16.12,17.57,13.73,84,13.6,83.8
2014,3,29,5.17,7.42,372.59,20.01,15.83,17.92,13.43,78.94,2.12,83.84
2014,3,30,5.6,7.55,367.72,20.69,15.84,18.26,13.49,76.81,6.19,83.83
2014,3,31,5.32,7.47,364.26,20.16,16.44,18.3,13.98,80.81,2.21,83.88
2014,4,1,2.48,7.51,364.03,19.19,16.43,17.81,13.98,85,8.98,83.91
2014,4,2,4.83,7.45,361.4,19.54,15.38,17.46,13.06,78,4.35,83.92
2014,4,3,5.88,7.66,361.58,19.79,15.68,17.73,13.31,79.44,4.74,83.91
2014,4,4,5.71,7.66,361.24,20.16,15.67,17.92,13.31,77.88,3.31,83.93
2014,4,5,2.85,7.5,375.7,19.83,15.26,17.55,12.94,76.62,0.93,83.95
2014,4,6,5.52,7.47,368.36,19.8,15.43,17.62,13.12,78.81,1.05,83.91
2014,4,7,4.19,7.47,378.02,19.68,15.13,17.4,12.82,77.81,4.04,83.96
2014,4,8,3.15,7.47,371.04,20.42,14.91,17.66,12.7,74.12,1.79,83.96
2014,4,9,6.66,7.59,363.08,20.25,14.8,17.52,12.57,74.44,0.61,83.95
2014,4,10,5.82,7.6,362.31,19.87,14.93,17.4,12.7,75.62,1.01,83.88
2014,4,11,5.5,7.43,370.13,20.08,15.19,17.64,12.94,76.31,4.67,83.87
2014,4,12,4.44,7.28,364.23,19.35,15.65,17.5,13.31,80.88,15.68,83.9
2014,4,13,4.67,7.43,365.46,19.19,15.96,17.57,13.55,82.88,9.5,83.88
2014,4,14,4.44,7.37,370.49,19.05,16.33,17.69,13.92,85.31,9.54,83.84
2014,4,15,4.56,7.4,361.21,18.8,15.76,17.28,13.37,83.94,10.38,83.85
2014,4,16,4.57,7.35,357.18,18.73,15.78,17.26,13.43,83.88,10.15,83.87
2014,4,17,3.99,7.27,371.99,19.45,16.52,17.98,14.1,84.69,6.79,83.8
2014,4,18,3.18,7.31,374.95,18.38,16.44,17.41,13.98,89.25,24.95,83.88
2014,4,19,3.28,7.23,371.05,18.83,16.21,17.51,13.79,85.69,17.38,83.9
2014,4,20,3.87,7.12,370.73,18.48,16.33,17.4,13.92,88.06,13.58,83.81
2014,4,21,4.75,7.19,364.62,17.95,16.37,17.16,13.98,90.62,3.44,83.76
2014,4,22,5.76,7.29,367.69,19.64,16.25,17.94,13.85,82.62,1.51,83.81
2014,4,23,5.55,7.26,365.58,19.73,16.19,17.96,13.79,81.5,1.55,83.82
2014,4,24,4.46,7.17,360.62,19.77,16.24,18.01,13.85,81.38,2.68,83.82
2014,4,25,4.97,7.14,369.69,19.24,16.55,17.89,14.1,85.69,4.95,83.84
2014,4,26,5.61,7.16,363.55,19.19,16.65,17.91,14.16,86,4.09,83.88
2014,4,27,5.83,7.17,360.44,19.86,16.09,17.98,13.67,80.31,1.49,83.88
