YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS
2011,12,21,4.5,5.11,413.75,26.98,23.01,24.99,17.58,80,1.04,100.5
2011,12,22,4.6,5.26,408.98,26.91,22.91,24.91,17.46,79.75,3,100.55
2011,12,23,4.6,5.27,412.07,27.39,23.05,25.23,17.64,78.62,1.49,100.48
2011,12,24,4.94,5.53,409.48,27.58,22.86,25.22,17.46,77.12,3.62,100.42
2011,12,25,5.27,5.83,407.79,27.37,22.55,24.95,17.15,77.06,4.19,100.43
2011,12,26,4.39,5.37,412.73,27.19,23.08,25.13,17.64,79.56,5.2,100.52
2011,12,27,4.93,5.35,411.09,27.39,23.22,25.3,17.82,79.38,0.88,100.61
2011,12,28,4.17,5.13,409.76,27.15,23.46,25.3,18.07,81.31,1.2,100.63
2011,12,29,3.89,5.37,410.34,26.45,23.19,24.82,17.76,82.94,1.19,100.69
2011,12,30,4.82,5.36,397.13,26.68,20.09,23.38,14.95,70.69,0.44,100.62
2011,12,31,5.58,5.71,362.2,26.16,15.55,20.85,11.41,57.81,0.01,100.59
2012,1,1,5.71,5.71,361.88,26.29,16.59,21.44,12.02,59.75,0,100.56
2012,1,2,5.76,5.82,382.95,27.28,20.93,24.11,15.56,71.69,0,100.58
2012,1,3,5,5.5,407.67,27.76,21.41,24.58,15.99,71.31,0.04,100.5
2012,1,4,5.16,5.41,401.74,27.5,19.61,23.55,14.53,67.06,0.08,100.47
2012,1,5,4.98,5.3,405.2,28.08,21.5,24.79,16.11,70.88,0.04,100.56
2012,1,6,4.51,5.04,411.55,27.85,21.65,24.75,16.24,71.62,0.05,100.55
2012,1,7,5.07,5.57,402.22,27.8,21.19,24.5,15.87,70.81,0.06,100.52
2012,1,8,5.36,5.62,400.1,27.78,21.26,24.52,15.99,71.94,0.05,100.48
2012,1,9,5.33,5.55,399.16,28.1,22.07,25.08,16.66,72.5,0.01,100.45
2012,1,10,5.23,5.63,409.13,28.34,22.15,25.24,16.72,71.44,0.08,100.48
2012,1,11,4.98,5.49,409.93,28.38,22.08,25.23,16.72,71.19,0.2,100.44
2012,1,12,5.15,5.58,404.92,28.37,20.29,24.33,15.32,67.19,0.16,100.53
2012,1,13,5.13,5.58,401.78,28.26,20.88,24.57,15.75,68.94,0.31,100.57
2012,1,14,4.82,5.38,391.09,27.9,20.16,24.04,15.08,67.12,0.25,100.55
2012,1,15,4.95,5.37,379.61,26.82,16.3,21.56,12.21,59.06,0.15,100.52
2012,1,16,5.34,5.33,359.88,27.01,16.91,21.96,12.7,61.5,0.01,100.45
2012,1,17,5.19,5.34,378.84,27.23,20.4,23.82,15.2,70.94,0.01,100.38
2012,1,18,5.4,5.53,383.59,27.83,22,24.92,16.6,73.25,0.02,100.38
2012,1,19,5.02,5.42,402.53,28.16,22.27,25.22,16.91,72.5,0.13,100.38
2012,1,20,4.85,5.43,407.58,27.99,22.3,25.14,16.91,73.19,0.28,100.39
2012,1,21,3.89,5.5,412.71,27.73,22.44,25.08,17.03,74.94,1.63,100.43
2012,1,22,4.16,5.67,411.28,27.05,21.89,24.48,16.48,74.94,1.15,100.44
2012,1,23,4.72,5.47,402.91,28.15,21.05,24.6,15.69,67.44,0.28,100.38
2012,1,24,5.28,5.44,406.69,28.26,19.56,23.9,14.65,64.62,0.02,100.37
2012,1,25,5.27,5.56,398.9,28.26,21.08,24.67,15.87,69.38,0.02,100.29
2012,1,26,5.28,5.69,401.04,28.13,22.4,25.26,17.03,73.31,0.47,100.32
2012,1,27,4.88,5.32,404.57,28.02,22.33,25.18,16.91,73,0.95,100.35
2012,1,28,4.59,5.22,411.79,27.77,22.66,25.22,17.27,75.31,0.96,100.34
2012,1,29,4.41,5.34,406.18,27.19,23.38,25.28,18.01,80.38,1.51,100.32
2012,1,30,4.76,5.43,404.76,26.94,23.17,25.06,17.82,80.69,1.06,100.36
2012,1,31,4.82,5.63,405.9,28.22,22.33,25.27,16.91,72.5,1.28,100.38
2012,2,1,5.23,5.96,403.62,27.83,22.32,25.08,16.91,73.44,0.97,100.39
2012,2,2,5.23,5.7,404.52,27.81,22.91,25.36,17.52,76.62,2.68,100.41
2012,2,3,5.08,5.79,408.81,28.25,22.3,25.27,16.91,72.44,1.37,100.39
2012,2,4,4.22,5.85,421.04,28.21,22.72,25.46,17.33,74,1.3,100.31
2012,2,5,3.62,5.3,417.32,26.76,23.58,25.18,18.25,83.38,8.19,100.37
2012,2,6,4.81,5.76,407.5,27.78,21.39,24.58,16.11,71.38,1.8,100.29
2012,2,7,4.04,5.24,413.22,26.78,15.03,20.9,11.54,55.5,0,100.3
2012,2,8,3.62,4.54,401.56,26.05,11.72,18.88,9.16,46.19,0,100.35
2012,2,9,3.85,4.57,410.3,25.63,15.37,20.5,11.17,56.19,0,100.35
2012,2,10,4.22,4.38,409.41,26.72,20.52,23.62,15.38,73.19,0,100.3
2012,2,11,4.68,4.96,413.25,27.4,22.31,24.85,16.97,76.44,0.34,100.3
2012,2,12,4.04,4.98,424.89,26.98,22.38,24.68,16.97,77.44,0.59,100.32
2012,2,13,4.75,5.2,404.23,27.23,22.31,24.77,16.97,76.56,0.62,100.34
2012,2,14,4,5.59,408.23,27.12,22.04,24.58,16.66,75.88,0.2,100.39
2012,2,15,4.64,5.49,407.28,27.02,21.87,24.45,16.42,75,0.54,100.4
2012,2,16,4.56,5.51,403.52,27.45,22.28,24.87,16.91,75.5,0.43,100.31
2012,2,17,4.89,5.8,408.68,27.12,22.88,25,17.46,78.88,0.78,100.35
2012,2,18,5.1,6.2,409,27.4,22.7,25.05,17.33,77.38,0.78,100.32
2012,2,19,4.64,5.99,414.19,26.97,23.1,25.03,17.7,80.56,1.18,100.32
2012,2,20,4.05,6.17,410.66,27.04,22.63,24.83,17.21,78.31,3.41,100.4
2012,2,21,5.23,6.38,403.14,26.97,22.37,24.66,16.97,77.62,2.01,100.41
2012,2,22,5.53,6.37,407.05,26.83,22.83,24.83,17.46,80,4.46,100.32
2012,2,23,3.91,6.43,411.09,25.75,22.94,24.34,17.52,84.94,3.47,100.31
2012,2,24,6.35,6.52,402.56,27.3,21.77,24.54,16.36,73.88,1.42,100.3
2012,2,25,5.74,6.09,400.18,27.76,22.3,25.03,16.91,74.31,1.64,100.28
2012,2,26,5.15,6.25,409.53,27.95,22.88,25.42,17.52,76.19,1.82,100.22
2012,2,27,4.87,5.94,415.27,27.54,23.38,25.46,18.07,79.44,3.5,100.27
2012,2,28,4.8,5.74,414.72,26.71,23.52,25.12,18.19,83.44,4.31,100.38
2012,2,29,4.26,5.4,411.02,26.09,22.8,24.44,17.4,82.81,2.85,100.45
2012,3,1,6.02,6.3,401.58,26.95,22.28,24.62,16.85,77,1.13,100.42
2012,3,2,4.84,6.32,413.45,27.39,22.65,25.02,17.21,77.25,4.23,100.41
2012,3,3,5.7,6.35,407.02,26.66,22.93,24.8,17.52,80.88,2.76,100.37
2012,3,4,4.87,6.42,412.94,27.13,23.35,25.24,18.01,81,4.12,100.36
2012,3,5,3.5,6.5,409.31,26.65,23.27,24.96,17.88,82.62,3.88,100.41
2012,3,6,5.68,6.54,404.47,27.48,22.09,24.79,16.66,74.38,1.37,100.41
2012,3,7,5.2,6.21,410.38,27.9,22.47,25.18,17.03,74.12,1.52,100.38
2012,3,8,6.13,6.38,404.35,28.19,22.81,25.5,17.46,74.56,2.11,100.34
2012,3,9,5.45,6.4,411.42,27.05,23.73,25.39,18.37,82.81,4.01,100.39
2012,3,10,5.77,6.55,410.91,27.33,23.4,25.37,18.01,80.31,4.97,100.49
2012,3,11,6.03,6.52,414.58,27.77,23.55,25.66,18.19,78.5,8.38,100.44
2012,3,12,5.84,6.08,412.31,27.47,21.88,24.68,16.6,74,0.16,100.41
2012,3,13,5.97,6.44,407.48,27.8,22.22,25.01,16.91,74.19,0.04,100.45
2012,3,14,6.21,6.71,407.04,28.56,22.98,25.76,17.7,75,0.05,100.4
2012,3,15,5.85,6.52,412.9,29.36,23.41,26.39,18.13,73.25,0.05,100.38
2012,3,16,4.96,5.97,417.38,29.23,23.57,26.4,18.25,73.56,0.05,100.38
2012,3,17,4.97,5.96,421.14,28.5,24.19,26.34,18.92,78.75,3.67,100.33
2012,3,18,3.89,4.58,428.21,28,24.37,26.18,19.1,81.5,2.92,100.31
2012,3,19,4.56,4.9,428.23,28.15,23.98,26.07,18.68,79.31,2.99,100.31
2012,3,20,4.05,4.79,431.02,28.28,23.86,26.07,18.62,78.56,2.16,100.25
2012,3,21,3.52,4.61,427.94,27.44,24.8,26.12,19.65,85.88,4.33,100.19
2012,3,22,4.4,5.24,431.38,28.31,24.31,26.31,19.1,80.19,1,100.17
2012,3,23,4.35,5.09,428.45,27.78,24.6,26.19,19.41,83.5,1.16,100.22
2012,3,24,4.16,5.45,429.67,28.39,24.15,26.27,18.92,79.25,0.99,100.23
2012,3,25,4.62,5.31,423.47,28.33,23.72,26.02,18.43,77.5,1.22,100.28
2012,3,26,4.42,5.99,418.26,27.98,22.93,25.46,17.58,75.31,0.7,100.31
2012,3,27,4.88,6.31,412.23,28.8,22.15,25.48,16.78,69.88,0.98,100.3
2012,3,28,5.02,6.07,418.15,29.18,23.13,26.15,17.76,71.88,1.11,100.32
2012,3,29,5.5,6.11,415.34,28.01,24.33,26.17,19.04,81.06,1.98,100.47
2012,3,30,5.17,6.25,419.4,27.83,24.73,26.28,19.53,83.81,2.81,100.54
2012,3,31,5.51,6.6,412.5,27.91,23.82,25.87,18.49,79.38,1.46,100.48
2012,4,1,6.14,6.81,409.99,27.58,23.88,25.73,18.55,81.12,3.9,100.46
2012,4,2,4.54,6.83,415.93,27.08,24.21,25.65,18.92,84.81,6.72,100.42
2012,4,3,5.75,6.34,414.38,26.71,23.41,25.06,18.01,83,5.02,100.47
2012,4,4,5.12,6.47,418.14,26.54,22.02,24.28,16.54,76.81,1.64,100.53
2012,4,5,5.3,6.54,416.51,26.8,22.82,24.81,17.4,79.44,4.58,100.44
2012,4,6,5.07,6.52,422.2,26.24,24.49,25.37,19.29,90.19,7.7,100.33
2012,4,7,5,6.53,420.87,27.1,24.71,25.9,19.53,87.19,7.23,100.23
2012,4,8,5.91,6.57,414.71,26.87,24.49,25.69,19.29,87.25,7.05,100.18
2012,4,9,1.8,6.74,414.8,26.66,24.05,25.35,18.8,86.06,6.13,100.21
2012,4,10,5.84,6.77,408.45,26.87,23.45,25.16,18.13,82.56,3.55,100.27
2012,4,11,5.66,6.68,411.34,27.3,24.01,25.65,18.74,83.12,2.98,100.35
2012,4,12,4.89,6.61,412.91,26.97,24.48,25.73,19.23,86.75,5.32,100.41
2012,4,13,3.55,6.54,411.51,26.55,23.62,25.08,18.25,84.56,3.5,100.46
2012,4,14,5.17,5.96,413.27,26.51,23.51,25.01,18.13,84.19,1.84,100.44
2012,4,15,6,6.16,411.48,27.4,23.4,25.4,18.07,80.25,1.28,100.33
2012,4,16,5.69,6.5,410.6,26.85,24.42,25.63,19.17,87,8.73,100.39
2012,4,17,5.01,6.8,415.11,26,23.83,24.91,18.49,88.06,7.08,100.57
2012,4,18,5.22,6.78,412.56,26.56,23.38,24.97,18.01,83.5,4.89,100.5
2012,4,19,5.48,6.82,411.5,26.23,24.08,25.15,18.8,88.38,9.17,100.43
2012,4,20,2.49,6.77,411.66,25.64,23.29,24.46,17.88,87.31,4.09,100.55
2012,4,21,6.4,6.81,405.37,26.6,23.26,24.93,17.82,83,1.9,100.57
2012,4,22,5.02,5.99,413.97,27.05,24.05,25.55,18.74,84.56,1.78,100.51
2012,4,23,4.71,5.85,421.56,26.63,24.36,25.49,19.1,87.88,7.32,100.47
2012,4,24,5.28,6.29,418.96,26.89,24.3,25.6,19.04,86.56,5.17,100.4
2012,4,25,4.13,6.48,418.81,26.94,24.43,25.69,19.17,86.62,8.8,100.47
2012,4,26,6.2,6.89,414.88,27.38,23.2,25.3,17.76,79.31,1.15,100.53
2012,4,27,6.15,6.97,412.66,27.53,23.4,25.46,18.01,79.38,0.5,100.38
2012,4,28,6.07,6.88,412.36,27.7,23.93,25.81,18.62,80.94,0.66,100.33
2012,4,29,6.18,6.8,410.83,27.81,24.34,26.08,19.1,82.38,1.19,100.33
2012,4,30,5.21,6.73,416.09,27.3,24.52,25.91,19.29,85.31,0.78,100.37
2012,5,1,4.77,6.91,415.55,27.42,24.4,25.91,19.17,84.5,5.88,100.4
2012,5,2,4.58,6.42,412.55,26.83,23.95,25.39,18.62,84.69,4.91,100.5
2012,5,3,4.62,6.41,415.35,26.62,24.01,25.32,18.68,86,10.89,100.49
2012,5,4,1.43,6.74,412.16,25.98,23.44,24.71,18.07,86.12,1.73,100.53
2012,5,5,5.86,6.6,412.81,26.81,23.48,25.15,18.07,82.56,3.73,100.48
2012,5,6,5.08,6.78,418.35,26.88,24.41,25.65,19.17,86.69,7.86,100.43
2012,5,7,5.23,6.61,417.12,26.94,24.56,25.76,19.35,87.12,7.38,100.47
2012,5,8,5.38,6.61,417.32,26.81,24.34,25.58,19.04,86.69,8.41,100.46
2012,5,9,3.99,6.63,416.16,26.31,23.82,25.07,18.49,86.44,5.83,100.42
2012,5,10,5.24,6.67,412.83,26.03,23.36,24.69,17.94,85.56,4.89,100.53
2012,5,11,4.92,6.71,417.87,26.55,23.62,25.08,18.25,84.56,5.34,100.59
2012,5,12,6.26,6.69,407.66,26.39,23.66,25.02,18.25,85.5,7.14,100.54
2012,5,13,5.31,6.77,412.96,26.01,23.69,24.85,18.31,87.25,16.73,100.47
2012,5,14,4.2,6.72,415.91,25.76,23.75,24.76,18.37,88.75,14.43,100.49
2012,5,15,3.34,6.79,416.27,25.3,23.64,24.47,18.25,90.5,6.71,100.55
2012,5,16,5.46,6.71,414.22,26.05,23.58,24.81,18.19,86.62,3.55,100.58
2012,5,17,5.16,6.77,414.03,26.14,23.8,24.97,18.43,87.25,4.16,100.54
2012,5,18,5.86,6.61,412.8,26.29,23.86,25.08,18.49,86.94,3.16,100.48
2012,5,19,5.13,6.33,416.83,26.33,24.21,25.27,18.92,88.5,4.43,100.49
2012,5,20,4.32,6.49,416.67,26.06,23.98,25.01,18.62,88.62,4.25,100.54
2012,5,21,5.26,6.57,415.16,26.01,23.96,24.98,18.62,88.75,12.89,100.62
2012,5,22,4.34,6.52,415.99,25.95,23.98,24.96,18.62,89,8.52,100.61
2012,5,23,6.24,6.72,409.09,26.3,23.87,25.08,18.49,86.88,6.44,100.62
2012,5,24,4.38,6.22,412.76,25.83,23.88,24.85,18.49,89.19,10.55,100.66
2012,5,25,2.72,6.5,415.27,25.2,23.55,24.37,18.13,90.56,14.11,100.75
2012,5,26,4.83,6.44,411.58,25.51,23.46,24.48,18.01,88.62,6.92,100.75
2012,5,27,5.94,6.65,407.04,26.23,23.6,24.91,18.19,85.75,4.3,100.67
2012,5,28,4.55,6.61,417.77,26.15,23.74,24.95,18.37,86.88,8,100.67
2012,5,29,2.88,6.52,420.64,26.15,23.65,24.9,18.25,86.38,4.25,100.65
2012,5,30,3.3,6.53,419.38,25.8,23.54,24.66,18.13,87.5,14.15,100.69
2012,5,31,4.47,6.68,417.92,26.12,23.69,24.9,18.25,86.75,6.27,100.74
2012,6,1,5.48,6.67,415.73,26.34,23.75,25.05,18.37,86.06,5.89,100.72
2012,6,2,3.62,6.63,421.1,25.68,24.01,24.84,18.62,90.5,5.45,100.71
2012,6,3,3.5,6.53,416.66,25.2,23.32,24.26,17.88,89.44,3.95,100.75
2012,6,4,5.57,6.63,410.59,25.91,23.28,24.6,17.82,85.88,1.96,100.8
2012,6,5,5.39,6.39,415.59,25.73,23.73,24.73,18.31,88.88,4.47,100.8
2012,6,6,4.62,6.12,420.05,25.31,23.7,24.51,18.31,90.88,6.56,100.76
2012,6,7,5.52,6.26,410.09,25.43,23.37,24.4,17.94,88.69,3.55,100.78
2012,6,8,5.32,6.39,410.05,25.26,23.4,24.33,17.94,89.56,9.45,100.73
2012,6,9,4.58,6.59,417.6,25.69,23.69,24.69,18.31,88.94,4.4,100.61
2012,6,10,5.39,6.27,417.12,26.21,24,25.11,18.68,87.94,4.54,100.48
2012,6,11,4.59,6.17,422.85,26.11,24.1,25.1,18.74,88.94,7.21,100.54
2012,6,12,2.2,6.41,420.93,25.63,23.9,24.76,18.55,90.19,7.53,100.55
2012,6,13,4.36,6.42,421.86,25.84,23.2,24.52,17.76,85.69,4.08,100.58
2012,6,14,4.94,6.29,417.3,25.4,23.3,24.34,17.88,88.25,4.16,100.62
2012,6,15,2.94,6.32,421.22,25.53,23.86,24.69,18.49,90.62,29.4,100.6
2012,6,16,3.53,6.26,416.23,25.08,23.84,24.46,18.49,92.88,15.14,100.62
2012,6,17,3.77,6.48,417.93,25.1,23.65,24.37,18.25,91.69,23.25,100.72
2012,6,18,3.17,6.44,416.73,24.92,23.49,24.2,18.07,91.75,45.27,100.78
2012,6,19,3.61,6.49,418.76,25,23.37,24.19,17.94,90.75,9.51,100.78
2012,6,20,4.2,6.49,417.59,25.12,23.55,24.33,18.13,91.12,11.77,100.74
2012,6,21,1.53,6.36,414.04,24.74,23.4,24.07,17.94,92.25,11.75,100.67
2012,6,22,4.52,6.54,416.14,24.46,23.15,23.8,17.7,92.31,9.93,100.71
2012,6,23,4.73,6.43,412.55,24.9,22.75,23.83,17.21,88.06,3.2,100.86
2012,6,24,3.82,6.51,417.83,24.71,22.81,23.76,17.33,89.31,11.74,100.79
2012,6,25,2.42,6.56,415.42,24.23,22.87,23.55,17.4,92.12,9.09,100.68
2012,6,26,3.69,6.44,417.55,24.63,22.92,23.78,17.4,90.31,4.02,100.81
2012,6,27,3.46,6.52,418.62,24.8,22.99,23.9,17.46,89.88,6.64,100.9
2012,6,28,3.38,6.26,416.1,24.34,23.08,23.71,17.58,92.69,10.95,100.78
2012,6,29,3.88,6.52,417.03,24.51,22.74,23.63,17.27,90,6.53,100.67
2012,6,30,5.06,6.54,405.92,24.37,22.43,23.4,16.91,89.12,4.74,100.68
2012,7,1,4.99,6.53,409.48,24.78,22.67,23.73,17.21,88.25,3.7,100.64
2012,7,2,3.16,6.47,414,24.76,22.95,23.86,17.52,89.75,6.08,100.61
2012,7,3,4.14,6.41,413.94,24.4,23.01,23.71,17.58,91.94,6.93,100.64
2012,7,4,4.25,6.42,413.58,24.3,22.76,23.53,17.27,91.12,8.13,100.57
2012,7,5,3.09,6.58,416.95,24.39,22.66,23.52,17.21,90.19,4.08,100.55
2012,7,6,4.54,6.56,410.85,24.65,22.26,23.45,16.78,87,1.54,100.66
2012,7,7,4.41,6.57,409.21,24.81,22.17,23.49,16.66,85.62,0.76,100.7
2012,7,8,2.99,6.47,419.16,24.52,22.23,23.37,16.72,87.25,2.6,100.63
2012,7,9,4.07,6.74,411.85,24.26,21.98,23.12,16.48,87.31,1.25,100.56
2012,7,10,5.96,6.79,397.95,24.34,21.83,23.08,16.36,86.38,0.4,100.58
2012,7,11,5.23,6.55,392.55,24.2,21.74,22.97,16.24,86.56,0.31,100.62
2012,7,12,5.59,6.72,395.13,24.55,22.08,23.31,16.54,86.5,0.62,100.66
2012,7,13,5.36,6.57,394.72,24.56,22.25,23.4,16.72,87.25,0.28,100.67
2012,7,14,5.48,6.47,400.37,24.98,22.48,23.73,16.97,86.31,0.75,100.66
2012,7,15,2.83,6.34,415.13,24.62,22.41,23.51,16.91,87.69,2.94,100.63
2012,7,16,2.73,6.43,411.84,24.02,21.56,22.79,16.05,86.31,1.86,100.77
2012,7,17,5.71,6.5,396.57,24.23,21.08,22.65,15.56,83,0.54,100.95
2012,7,18,4.39,6.48,401.05,24.25,21.34,22.8,15.81,84.19,0.72,100.89
2012,7,19,3.05,6.56,411.35,24.4,22.17,23.29,16.66,87.62,2.95,100.78
2012,7,20,3.89,6.55,413.48,24.51,22.31,23.41,16.78,87.94,0.34,100.79
2012,7,21,4.73,6.43,411.91,24.32,21.88,23.1,16.3,86.69,0.23,100.93
2012,7,22,3.92,6.54,415.32,24.31,22.05,23.18,16.48,87.5,0.32,100.89
2012,7,23,2.66,6.68,415.35,24.06,21.87,22.97,16.36,87.88,0.71,100.79
2012,7,24,3.38,6.6,415.57,23.84,21.12,22.48,15.56,85.19,0.18,100.81
2012,7,25,2.69,6.53,410.96,23.51,21.2,22.36,15.69,87.25,0.57,100.79
2012,7,26,4.38,6.8,407.86,23.87,21.52,22.69,15.99,87.19,0.2,100.83
2012,7,27,3.85,6.81,413.9,24.09,21.84,22.97,16.3,87.62,0.77,100.77
2012,7,28,4.08,6.84,405.44,24.15,21.51,22.83,15.99,85.69,0.4,100.64
2012,7,29,4.1,6.93,399.76,24.03,21.02,22.53,15.5,83.75,0.15,100.63
2012,7,30,4.44,6.81,407.5,23.99,20.98,22.49,15.5,83.69,0.06,100.72
2012,7,31,3.66,6.51,409.81,24.04,21.28,22.65,15.75,84.88,0.13,100.77
2012,8,1,2.25,6.45,419.59,24.28,21.41,22.84,15.93,84.31,0.17,100.65
2012,8,2,2.93,6.74,419.06,24.35,21.67,23.01,16.17,85.44,0.35,100.71
2012,8,3,4.91,6.52,410.14,24.37,21.58,22.98,16.05,85.06,0.17,100.74
2012,8,4,3.63,6.49,415.23,24.29,21.78,23.04,16.24,86.25,0.36,100.74
2012,8,5,3.36,6.69,420.65,24.51,21.92,23.22,16.36,85.94,0.71,100.78
2012,8,6,4.09,6.57,408.04,24.4,21.19,22.8,15.62,82.88,0.11,100.83
2012,8,7,2.99,6.58,407.04,24.47,21.25,22.86,15.75,82.56,0.14,100.78
2012,8,8,2.57,6.72,411.76,24.19,21.26,22.73,15.75,84.06,0.33,100.69
2012,8,9,4.66,6.84,407.53,24.12,20.92,22.52,15.38,82.94,0.03,100.77
2012,8,10,4.65,6.82,408.44,24.13,21.06,22.6,15.56,83.81,0.03,100.77
2012,8,11,4.24,6.77,411.07,23.75,20.98,22.37,15.44,84.94,0.03,100.79
2012,8,12,4.39,6.8,402.32,23.88,20.69,22.29,15.2,83,0.08,100.85
2012,8,13,4.5,6.9,395.06,23.83,20.08,21.96,14.59,80.44,0.05,100.88
2012,8,14,4.15,6.77,402.56,23.69,20.5,22.1,15.01,83.06,1.07,100.8
2012,8,15,2.54,6.92,408.64,23.38,20.86,22.12,15.32,86.06,1.9,100.8
2012,8,16,4.45,7,406.03,23.98,21.23,22.6,15.69,85.44,1.95,100.84
2012,8,17,4.69,6.93,399.82,23.98,21.16,22.57,15.62,85.19,0.77,100.72
2012,8,18,4.28,6.72,408.04,24.19,21.63,22.91,16.11,86.31,3.49,100.54
2012,8,19,2.91,6.75,412.83,23.79,21.64,22.72,16.11,88,1.82,100.71
2012,8,20,4.55,6.91,410.48,24.26,21.52,22.9,15.99,85.62,0.71,100.84
2012,8,21,4.16,6.96,409.02,24.5,21.76,23.13,16.24,85.56,0.62,100.79
2012,8,22,3,6.92,413.52,24.08,21.94,23.01,16.42,88.12,1.73,100.76
2012,8,23,3.68,7.08,407.72,24.01,21.46,22.73,15.93,86.38,1.22,100.71
2012,8,24,4.72,7.17,408.85,24.26,21.51,22.88,15.99,85.56,0.64,100.75
2012,8,25,4.64,7.1,405.57,24.58,21.67,23.12,16.11,84.94,0.31,100.84
2012,8,26,5.14,7.08,407.09,24.87,21.74,23.3,16.17,83.94,0.29,100.85
2012,8,27,4.59,7.03,414.97,25.29,21.88,23.58,16.36,82.69,0.23,100.8
2012,8,28,3.28,6.95,416.26,25.01,22.11,23.56,16.6,84.56,0.99,100.73
2012,8,29,3.59,6.82,416.73,24.99,22.01,23.51,16.48,84.31,0.54,100.73
2012,8,30,5.21,7.13,409.05,25.02,21.68,23.35,16.11,83,0.37,100.79
2012,8,31,5.01,7.18,401.28,24.51,21.51,23.01,15.99,84.44,0.13,100.84
2012,9,1,4.58,6.91,407.8,24.98,21.35,23.17,15.81,81.69,0.43,100.85
2012,9,2,3.67,6.84,416.02,24.98,21.58,23.27,16.05,82.31,0.64,100.89
2012,9,3,3.13,7.05,413.09,24.9,21.53,23.21,15.99,82.44,1.29,100.88
2012,9,4,3.83,7.01,419.39,25.08,21.75,23.42,16.24,82.75,1.04,100.78
2012,9,5,3.24,6.99,418.01,24.62,22,23.31,16.48,85.81,1.44,100.82
2012,9,6,4.07,7.05,416.86,24.92,21.95,23.44,16.42,84.44,0.95,100.83
2012,9,7,4.31,7,413.27,25.08,21.7,23.39,16.17,82.75,1.07,100.86
2012,9,8,3.13,7.01,415.13,24.68,22.15,23.41,16.6,86.38,1,100.78
2012,9,9,4.47,7.03,410.29,25.42,22.14,23.78,16.6,83.12,0.85,100.74
2012,9,10,5.62,7.08,403.72,26.07,21.81,23.94,16.3,79.31,0.47,100.7
2012,9,11,4.73,6.98,410.09,25.78,22.01,23.9,16.48,80.94,0.95,100.68
2012,9,12,3.45,7.07,419.39,25.3,21.9,23.6,16.36,82.38,0.9,100.74
2012,9,13,5.8,7.12,408.7,25.69,21.55,23.62,16.05,79.5,0.5,100.72
2012,9,14,4.22,7.01,408.36,26.12,21.28,23.7,15.75,76.56,0.21,100.7
2012,9,15,4.02,6.62,410.07,26.23,21.59,23.91,16.05,77,0.82,100.69
2012,9,16,4.72,6.79,410.66,26.16,21.7,23.94,16.17,77.44,1.3,100.65
2012,9,17,4.61,6.94,410.7,25.94,21.32,23.63,15.81,77.06,0.52,100.7
2012,9,18,4.94,7.1,413.41,25.98,21.6,23.8,16.11,78.19,2.34,100.68
2012,9,19,4.07,6.78,412.13,26.04,22.29,24.16,16.78,80.75,6.89,100.6
2012,9,20,4.15,6.88,415.8,25.8,22.48,24.15,17.03,82.75,6.25,100.55
2012,9,21,4.38,7.09,415.24,25.44,22.37,23.9,16.85,83.81,3.65,100.63
2012,9,22,3.57,7,416.19,25.29,22.64,23.97,17.15,86,7.57,100.69
2012,9,23,4.75,7,414.54,25.53,22.48,24,16.97,84.12,3.74,100.7
2012,9,24,4.77,7.08,411.52,25.81,22.68,24.25,17.21,83.62,2.38,100.6
2012,9,25,4.7,6.99,418.71,26.54,22.76,24.65,17.27,80.69,2.18,100.55
2012,9,26,4.5,6.89,418.57,25.76,23.01,24.39,17.58,85.38,3.82,100.59
2012,9,27,4.34,6.95,413.95,25.08,22.69,23.88,17.21,86.94,4.97,100.7
2012,9,28,4.94,7.08,413.73,25.54,22.37,23.95,16.85,83.25,3.38,100.79
2012,9,29,5.1,6.98,407.48,26.57,22.19,24.37,16.66,78.44,5.04,100.76
2012,9,30,4.16,6.78,416.09,25.98,22.96,24.47,17.52,84.12,5.72,100.58
2012,10,1,4.01,7.02,415.03,25.52,22.73,24.12,17.27,85.25,8.98,100.63
2012,10,2,5.4,7.01,405.72,25.73,22.07,23.9,16.54,81.25,2.86,100.69
2012,10,3,3.2,6.79,415.08,25.58,22.24,23.91,16.72,82.56,4.47,100.66
2012,10,4,3.32,6.66,419.82,25.3,22.77,24.04,17.27,86.31,5.35,100.58
2012,10,5,4.31,6.79,418.22,24.78,23.25,24.01,17.82,91.19,5.64,100.48
2012,10,6,4.37,6.63,415.07,26.34,23.37,24.86,17.94,84.62,5.93,100.52
2012,10,7,2.89,6.83,415.23,25.65,23.4,24.53,18.01,87.62,6.71,100.54
2012,10,8,5.57,6.79,409.38,26.01,23.01,24.51,17.58,84.25,5.87,100.53
2012,10,9,5.04,6.79,409.33,26.37,22.74,24.55,17.27,81.19,2.88,100.51
2012,10,10,4.63,6.61,413.59,26.35,22.99,24.67,17.52,82.31,5.03,100.52
2012,10,11,3.89,6.75,418.37,26.2,23.32,24.76,17.88,84.75,10.83,100.55
2012,10,12,3.93,6.81,420.46,26.1,22.92,24.51,17.46,83.25,4.12,100.63
